,organizer,call_duration_mins,participants,indiv_interaction_mins,interaction,meeting_modes,meeting_types,host_locations,recorded_session
3844,Surya Prasad,103,"{'Aruna Ravindranath,Surya Prasad,Prasanna Raj,Avinash Prasad', 'Surya Prasad'}",[28  9 66],High,hybrid,others,India,no
3845,Aruna Prasad,89,"{'Aruna Prasad', 'Vaishali Prasad,Divya Ravindranath,Vaishali Ravindranath,Aruna Prakash,Prasanna Prakash,Vaishali Prasad,Surya Prasad,Surya Prakash,Surya Prasad,Avinash Ravindranath'}",[ 1 52 36],High,online,trainings,Romania,yes
3846,Surya Raj,162,"{'Harini Ravindranath,Aruna Prakash,Surya Prakash,Prasanna Prasad,Avinash Raj', 'Surya Raj'}",[56 29 77],Low,hybrid,employee_engagement,India,yes
3847,Vaishali Raj,52,"{'Aruna Prasad,Prasanna Ravindranath', 'Vaishali Raj'}",[ 7 29 16],High,online,employee_engagement,France,yes
3848,Prasanna Prakash,34,"{'Vaishali Raj,Divya Prakash,Vaishali Prasad,Aruna Prakash,Avinash Ravindranath,Aruna Prasad,Harini Ravindranath,Harini Prasad,Avinash Ravindranath', 'Prasanna Prakash'}",[ 4 10 20],Medium,in_office,employee_engagement,France,yes
3849,Prasanna Ravindranath,96,"{'Surya Ravindranath,Divya Prasad,Prasanna Prasad,Vaishali Prasad,Vaishali Prakash,Divya Prakash,Surya Prasad,Divya Ravindranath,Vaishali Prasad', 'Prasanna Ravindranath'}",[54 40  2],Medium,online,project_discussion,India,no
3850,Vaishali Prakash,6,"{'Vaishali Prakash', 'Prasanna Prakash,Surya Raj,Aruna Prakash,Aruna Ravindranath,Prasanna Prasad,Harini Prakash,Aruna Prakash,Aruna Ravindranath'}",[3 2 1],Medium,online,employee_engagement,Romania,yes
3851,Avinash Ravindranath,6,"{'Divya Prasad,Vaishali Raj,Prasanna Ravindranath,Divya Prasad,Harini Prakash', 'Avinash Ravindranath'}",[0 2 4],Low,online,others,Remote,no
3852,Vaishali Raj,129,"{'Aruna Raj,Harini Prasad,Vaishali Ravindranath,Harini Prakash,Aruna Raj', 'Vaishali Raj'}",[17 13 99],Medium,hybrid,project_discussion,France,no
3853,Aruna Prakash,49,"{'Aruna Prakash', 'Prasanna Prakash,Vaishali Prasad,Aruna Prakash,Surya Raj,Vaishali Raj,Avinash Prasad,Surya Ravindranath,Surya Ravindranath,Prasanna Raj,Aruna Ravindranath'}",[24  9 16],Low,online,trainings,Remote,yes
3854,Vaishali Prakash,16,"{'Divya Raj,Aruna Prakash,Vaishali Ravindranath,Surya Raj,Prasanna Prasad,Vaishali Prasad,Harini Ravindranath,Vaishali Prasad', 'Vaishali Prakash'}",[ 1 10  5],Medium,hybrid,others,Romania,no
3855,Prasanna Raj,27,"{'Prasanna Raj', 'Prasanna Ravindranath,Avinash Prasad,Vaishali Prakash,Surya Ravindranath,Avinash Raj,Harini Raj,Vaishali Prasad,Vaishali Ravindranath,Avinash Ravindranath'}",[ 9 14  4],Low,hybrid,others,France,yes
3856,Divya Prakash,131,"{'Divya Prakash', 'Vaishali Prasad,Harini Raj,Harini Prakash,Harini Prakash'}",[60  8 63],Low,in_office,project_discussion,France,yes
3857,Divya Prakash,25,"{'Divya Prakash', 'Avinash Prakash,Vaishali Ravindranath,Vaishali Prakash,Harini Raj,Harini Ravindranath,Surya Prasad'}",[ 4  0 21],High,in_office,trainings,Romania,no
3858,Avinash Raj,57,"{'Prasanna Raj,Aruna Raj,Vaishali Raj,Avinash Raj,Divya Prasad,Harini Prasad,Prasanna Prasad,Surya Raj,Harini Prakash,Prasanna Raj', 'Avinash Raj'}",[23 12 22],Medium,hybrid,trainings,Romania,no
3859,Prasanna Ravindranath,140,"{'Avinash Prasad,Divya Prasad,Vaishali Prakash,Vaishali Ravindranath,Harini Prakash', 'Prasanna Ravindranath'}",[43 85 12],Medium,in_office,project_discussion,Romania,yes
3860,Divya Prasad,30,"{'Prasanna Ravindranath,Prasanna Ravindranath,Surya Prakash,Vaishali Raj,Avinash Prasad,Divya Prakash,Avinash Prasad', 'Divya Prasad'}",[15 13  2],Medium,online,employee_engagement,Remote,no
3861,Divya Prakash,96,"{'Divya Prakash', 'Harini Raj,Prasanna Prasad,Avinash Raj,Aruna Ravindranath'}",[80 12  4],High,in_office,project_discussion,France,yes
3862,Harini Prasad,153,"{'Divya Raj,Prasanna Ravindranath,Harini Raj,Divya Prasad,Surya Prasad,Divya Ravindranath,Prasanna Prakash,Vaishali Ravindranath,Vaishali Ravindranath', 'Harini Prasad'}",[45  9 99],Low,in_office,project_discussion,India,no
3863,Surya Prasad,170,"{'Surya Prasad', 'Prasanna Prasad,Aruna Ravindranath,Prasanna Prasad,Prasanna Prakash,Aruna Prakash,Prasanna Raj,Divya Raj'}",[33 46 91],Low,online,trainings,India,yes
3864,Vaishali Prakash,26,"{'Vaishali Prakash', 'Vaishali Ravindranath,Aruna Ravindranath,Vaishali Raj,Harini Prasad,Harini Prasad,Harini Ravindranath,Avinash Raj,Vaishali Prakash'}",[14  8  4],High,hybrid,employee_engagement,Remote,yes
3865,Harini Raj,52,"{'Harini Prakash,Prasanna Prakash,Vaishali Prasad,Harini Prasad,Prasanna Ravindranath', 'Harini Raj'}",[ 6 46  0],Medium,online,project_discussion,Remote,yes
3866,Surya Ravindranath,135,"{'Surya Ravindranath', 'Surya Raj,Prasanna Ravindranath,Avinash Raj,Aruna Raj,Vaishali Prasad,Harini Raj'}",[  1   2 132],Low,in_office,project_discussion,India,no
3867,Aruna Raj,47,"{'Aruna Raj', 'Vaishali Raj,Aruna Prakash,Prasanna Raj,Vaishali Prakash,Surya Prasad,Harini Prakash,Vaishali Prakash,Aruna Raj'}",[10 25 12],Low,online,employee_engagement,Remote,no
3868,Divya Prasad,88,"{'Prasanna Prasad,Surya Ravindranath,Surya Ravindranath', 'Divya Prasad'}",[12 38 38],Low,online,trainings,France,yes
3869,Vaishali Prasad,180,"{'Vaishali Prasad', 'Vaishali Raj,Aruna Raj,Aruna Prakash,Prasanna Raj,Harini Prakash,Vaishali Raj,Vaishali Raj,Surya Raj'}",[143  36   1],Medium,hybrid,others,India,no
3870,Aruna Raj,54,"{'Aruna Raj', 'Prasanna Prasad,Aruna Ravindranath,Prasanna Ravindranath'}",[ 8 30 16],Medium,online,trainings,France,yes
3871,Aruna Ravindranath,136,"{'Aruna Ravindranath', 'Divya Raj,Aruna Prasad,Aruna Raj,Avinash Prakash,Surya Prasad'}",[ 23 110   3],High,online,project_discussion,India,no
3872,Avinash Raj,175,"{'Avinash Prasad,Surya Prakash', 'Avinash Raj'}",[ 31  14 130],High,online,others,India,yes
3873,Prasanna Prakash,150,"{'Harini Prakash,Prasanna Ravindranath,Divya Raj,Prasanna Ravindranath,Aruna Prasad,Prasanna Prasad,Prasanna Prasad,Vaishali Raj,Aruna Raj', 'Prasanna Prakash'}",[107  33  10],Low,in_office,trainings,Remote,yes
3874,Harini Ravindranath,173,"{'Divya Raj,Vaishali Prasad', 'Harini Ravindranath'}",[12 76 85],High,in_office,project_discussion,Romania,no
3875,Prasanna Prasad,173,"{'Prasanna Prasad', 'Avinash Prasad,Avinash Ravindranath,Divya Prakash'}",[ 40  30 103],Medium,hybrid,others,Remote,yes
3876,Harini Ravindranath,65,"{'Harini Ravindranath', 'Harini Ravindranath,Divya Raj,Vaishali Raj,Harini Prakash'}",[27 11 27],High,online,employee_engagement,Romania,yes
3877,Harini Ravindranath,86,"{'Surya Ravindranath,Divya Prakash,Prasanna Ravindranath,Prasanna Prakash,Aruna Prasad,Avinash Raj,Prasanna Ravindranath,Surya Prasad,Prasanna Prakash', 'Harini Ravindranath'}",[45  8 33],High,online,project_discussion,France,no
3878,Vaishali Ravindranath,113,"{'Vaishali Ravindranath', 'Avinash Ravindranath,Divya Ravindranath,Surya Raj,Divya Prakash,Harini Ravindranath,Harini Prakash,Prasanna Prasad,Vaishali Raj'}",[51 23 39],High,hybrid,employee_engagement,Romania,yes
3879,Avinash Prakash,173,"{'Surya Ravindranath,Prasanna Prakash,Divya Prakash,Surya Prakash,Surya Ravindranath,Aruna Prasad,Aruna Raj,Vaishali Raj', 'Avinash Prakash'}",[47 38 88],Medium,in_office,project_discussion,Remote,yes
3880,Avinash Prasad,55,"{'Avinash Raj,Prasanna Prakash,Surya Ravindranath', 'Avinash Prasad'}",[ 7 33 15],High,hybrid,employee_engagement,Romania,no
3881,Vaishali Prakash,68,"{'Vaishali Prakash', 'Vaishali Prakash,Avinash Raj,Aruna Prakash,Surya Raj,Divya Ravindranath'}",[48  4 16],Low,online,trainings,Remote,yes
3882,Aruna Raj,23,"{'Aruna Raj', 'Aruna Raj,Harini Raj,Aruna Prakash,Surya Ravindranath,Vaishali Prasad,Harini Raj,Prasanna Prasad,Divya Raj,Aruna Prakash,Surya Prasad'}",[ 5  2 16],Low,hybrid,trainings,India,no
3883,Aruna Prakash,105,"{'Aruna Prakash', 'Divya Prasad,Surya Prakash,Divya Ravindranath,Divya Prasad,Aruna Ravindranath,Divya Ravindranath,Avinash Prasad,Vaishali Ravindranath,Harini Raj'}",[24 65 16],Low,in_office,employee_engagement,India,yes
3884,Vaishali Ravindranath,177,"{'Vaishali Ravindranath', 'Vaishali Prakash,Avinash Ravindranath'}",[120  48   9],Medium,hybrid,project_discussion,Remote,yes
3885,Aruna Prasad,32,"{'Aruna Prasad', 'Harini Prasad,Surya Raj,Aruna Raj,Divya Raj,Aruna Ravindranath,Surya Raj'}",[10  9 13],Low,online,others,France,yes
3886,Divya Prakash,69,"{'Divya Prakash', 'Divya Prakash,Prasanna Prasad'}",[38  7 24],High,in_office,employee_engagement,Romania,no
3887,Avinash Raj,67,"{'Avinash Raj', 'Surya Raj,Divya Prakash,Aruna Prasad,Divya Ravindranath,Divya Prasad,Surya Raj,Surya Prasad'}",[34 15 18],Medium,online,project_discussion,Remote,yes
3888,Harini Prasad,81,"{'Surya Ravindranath,Aruna Raj,Vaishali Prakash,Aruna Raj,Divya Prasad,Harini Ravindranath,Surya Prasad,Vaishali Prakash', 'Harini Prasad'}",[ 4 57 20],Medium,online,trainings,Remote,yes
3889,Avinash Ravindranath,40,"{'Harini Raj,Avinash Prakash,Divya Prasad,Divya Prasad,Surya Prasad', 'Avinash Ravindranath'}",[16  2 22],Low,in_office,project_discussion,Romania,yes
3890,Divya Ravindranath,96,"{'Divya Ravindranath', 'Divya Ravindranath,Aruna Ravindranath,Vaishali Prasad,Vaishali Ravindranath,Prasanna Prakash,Harini Prasad'}",[64 10 22],Medium,hybrid,employee_engagement,France,no
3891,Avinash Raj,92,"{'Prasanna Raj,Harini Raj,Avinash Prasad,Harini Prakash,Prasanna Ravindranath,Divya Ravindranath,Aruna Ravindranath', 'Avinash Raj'}",[29 12 51],Low,online,trainings,India,yes
3892,Vaishali Raj,138,"{'Surya Ravindranath,Divya Ravindranath,Prasanna Ravindranath,Surya Raj,Prasanna Raj', 'Vaishali Raj'}",[83 32 23],Low,hybrid,project_discussion,India,yes
3893,Divya Prasad,38,"{'Prasanna Prasad,Avinash Prasad,Surya Ravindranath,Surya Raj,Divya Raj', 'Divya Prasad'}",[19 12  7],Medium,online,project_discussion,France,no
3894,Surya Prasad,105,"{'Vaishali Ravindranath,Harini Prakash,Aruna Prasad,Divya Prasad,Aruna Prasad', 'Surya Prasad'}",[ 7 62 36],Medium,hybrid,project_discussion,Romania,no
3895,Vaishali Ravindranath,37,"{'Vaishali Ravindranath', 'Surya Prasad,Avinash Ravindranath,Avinash Prakash,Aruna Ravindranath,Aruna Prakash,Vaishali Prakash,Vaishali Raj,Avinash Ravindranath,Vaishali Raj'}",[12 25  0],High,hybrid,others,India,no
3896,Harini Raj,123,"{'Prasanna Ravindranath,Prasanna Prakash,Avinash Raj,Prasanna Prakash,Aruna Raj,Avinash Raj,Prasanna Raj,Divya Ravindranath,Avinash Prasad', 'Harini Raj'}",[35  4 84],High,hybrid,employee_engagement,India,yes
3897,Surya Ravindranath,36,"{'Surya Ravindranath', 'Harini Raj,Prasanna Raj,Divya Prakash,Aruna Raj'}",[ 0 32  4],Medium,hybrid,trainings,India,no
3898,Aruna Ravindranath,174,"{'Divya Prakash,Divya Raj', 'Aruna Ravindranath'}",[95 27 52],High,online,project_discussion,Remote,no
3899,Aruna Raj,98,"{'Aruna Raj', 'Surya Prakash,Harini Prasad,Prasanna Prakash,Aruna Prakash'}",[ 3 14 81],Low,in_office,trainings,Romania,yes
3900,Aruna Prakash,176,"{'Divya Prakash,Prasanna Raj,Harini Raj,Harini Prasad,Divya Ravindranath,Harini Prasad,Avinash Prakash,Surya Raj,Aruna Prasad', 'Aruna Prakash'}",[  9  24 143],High,hybrid,employee_engagement,India,no
3901,Divya Prasad,97,"{'Divya Prasad,Surya Prakash', 'Divya Prasad'}",[ 9 38 50],Medium,hybrid,employee_engagement,France,no
3902,Vaishali Prakash,160,"{'Avinash Prasad,Avinash Prasad,Avinash Raj,Aruna Prasad', 'Vaishali Prakash'}",[ 22  16 122],Medium,hybrid,others,France,no
3903,Harini Ravindranath,51,"{'Harini Ravindranath', 'Vaishali Ravindranath,Harini Raj,Divya Prakash,Vaishali Prasad,Harini Ravindranath,Vaishali Prasad,Vaishali Raj,Surya Prasad,Divya Ravindranath'}",[ 0  9 42],Low,online,employee_engagement,India,no
3904,Prasanna Prasad,77,"{'Prasanna Prasad', 'Prasanna Prasad,Vaishali Raj'}",[14 55  8],High,online,project_discussion,Romania,yes
3905,Aruna Prasad,30,"{'Surya Prakash,Prasanna Raj,Aruna Prakash,Prasanna Raj,Surya Raj', 'Aruna Prasad'}",[ 7 21  2],High,in_office,project_discussion,France,yes
3906,Surya Prasad,176,"{'Harini Prakash,Prasanna Ravindranath,Avinash Ravindranath,Avinash Prakash,Prasanna Prakash,Divya Raj,Prasanna Prasad,Divya Prakash,Avinash Prasad,Avinash Prasad', 'Surya Prasad'}",[48 81 47],Medium,hybrid,others,France,no
3907,Prasanna Ravindranath,80,"{'Prasanna Ravindranath', 'Avinash Ravindranath,Harini Prakash,Divya Prakash,Prasanna Prasad,Vaishali Raj,Surya Raj,Prasanna Prakash,Divya Prakash'}",[13 22 45],High,online,employee_engagement,Romania,no
3908,Divya Prakash,135,"{'Divya Prakash', 'Surya Prasad,Harini Prasad,Divya Raj,Surya Prasad'}",[34 84 17],Medium,hybrid,trainings,Remote,yes
3909,Avinash Prakash,128,"{'Aruna Ravindranath,Vaishali Ravindranath,Aruna Prakash,Prasanna Ravindranath,Surya Prasad', 'Avinash Prakash'}",[37 57 34],Low,online,employee_engagement,Romania,yes
3910,Vaishali Prasad,155,"{'Vaishali Prasad', 'Harini Prasad,Surya Prasad,Avinash Prakash,Prasanna Ravindranath,Vaishali Prasad,Aruna Prasad'}",[ 11 124  20],High,online,others,India,yes
3911,Prasanna Prakash,138,"{'Avinash Prasad,Avinash Prasad,Aruna Raj,Aruna Prasad,Harini Raj,Prasanna Prakash,Avinash Prakash,Vaishali Ravindranath,Harini Prakash', 'Prasanna Prakash'}",[22 40 76],Medium,online,trainings,India,no
3912,Harini Prakash,170,"{'Divya Ravindranath,Harini Prakash,Surya Ravindranath,Divya Prakash,Avinash Prakash,Avinash Ravindranath,Prasanna Prakash,Divya Prakash', 'Harini Prakash'}",[  0 142  28],Medium,hybrid,employee_engagement,Remote,no
3913,Divya Ravindranath,90,"{'Prasanna Raj,Vaishali Prakash,Vaishali Prakash,Vaishali Raj,Avinash Prakash,Prasanna Raj,Aruna Prasad,Divya Ravindranath', 'Divya Ravindranath'}",[52  5 33],High,online,trainings,India,no
3914,Divya Prakash,140,"{'Divya Prakash', 'Prasanna Prasad,Prasanna Ravindranath,Avinash Prasad,Prasanna Prakash,Prasanna Raj,Surya Prakash,Vaishali Ravindranath'}",[  5  26 109],High,in_office,others,Remote,yes
3915,Surya Prakash,108,"{'Aruna Prasad,Divya Raj,Harini Ravindranath,Aruna Raj', 'Surya Prakash'}",[63 40  5],High,in_office,trainings,France,no
3916,Aruna Prakash,17,"{'Aruna Prakash', 'Divya Raj,Divya Prasad,Divya Ravindranath,Aruna Prakash,Vaishali Ravindranath,Divya Prasad'}",[2 9 6],Medium,hybrid,others,Romania,yes
3917,Aruna Raj,19,"{'Aruna Raj', 'Aruna Ravindranath,Avinash Ravindranath'}",[ 5  2 12],High,hybrid,employee_engagement,Romania,no
3918,Vaishali Ravindranath,102,"{'Divya Prakash,Surya Prasad,Prasanna Prakash,Surya Raj,Surya Raj,Harini Prasad', 'Vaishali Ravindranath'}",[41 30 31],High,hybrid,employee_engagement,India,yes
3919,Surya Raj,160,"{'Divya Prasad,Avinash Prasad,Harini Ravindranath,Vaishali Prakash,Divya Ravindranath,Aruna Prakash,Divya Prasad,Vaishali Prakash,Harini Ravindranath', 'Surya Raj'}",[48 66 46],Medium,in_office,employee_engagement,Remote,no
3920,Harini Raj,169,"{'Harini Raj', 'Vaishali Raj,Surya Raj'}",[87 80  2],Medium,in_office,employee_engagement,France,yes
3921,Divya Ravindranath,8,"{'Divya Raj,Avinash Prakash,Surya Prakash,Aruna Prakash,Divya Prasad', 'Divya Ravindranath'}",[2 3 3],High,online,trainings,India,no
3922,Vaishali Raj,136,"{'Avinash Ravindranath,Avinash Ravindranath,Vaishali Ravindranath,Aruna Prakash,Avinash Ravindranath,Avinash Ravindranath', 'Vaishali Raj'}",[29 25 82],High,online,project_discussion,Remote,yes
3923,Surya Prasad,55,"{'Surya Prasad', 'Prasanna Prasad,Aruna Ravindranath,Avinash Ravindranath,Avinash Ravindranath,Prasanna Ravindranath,Avinash Ravindranath,Avinash Prakash,Surya Raj'}",[34 17  4],High,hybrid,project_discussion,Romania,yes
3924,Avinash Ravindranath,60,"{'Avinash Ravindranath', 'Harini Ravindranath,Prasanna Ravindranath,Divya Raj,Prasanna Raj,Divya Prakash,Prasanna Prakash'}",[ 4 23 33],Medium,in_office,project_discussion,Romania,yes
3925,Vaishali Prakash,19,"{'Prasanna Ravindranath,Surya Ravindranath', 'Vaishali Prakash'}",[9 5 5],Low,in_office,others,France,yes
3926,Vaishali Prakash,168,"{'Vaishali Ravindranath,Prasanna Prasad', 'Vaishali Prakash'}",[ 34  17 117],Low,hybrid,project_discussion,Remote,yes
3927,Surya Raj,30,"{'Harini Prakash,Prasanna Prasad,Aruna Raj', 'Surya Raj'}",[ 5  1 24],Medium,in_office,others,Romania,yes
3928,Prasanna Prakash,70,"{'Avinash Prakash,Surya Prakash', 'Prasanna Prakash'}",[ 9 29 32],High,online,employee_engagement,Remote,no
3929,Aruna Ravindranath,66,"{'Surya Prasad,Harini Raj,Vaishali Ravindranath,Harini Raj,Aruna Prakash,Surya Prakash,Prasanna Prasad,Aruna Prasad', 'Aruna Ravindranath'}",[27 38  1],Low,online,trainings,France,no
3930,Aruna Raj,6,"{'Aruna Raj', 'Avinash Raj,Divya Prasad,Surya Raj'}",[4 1 1],High,online,project_discussion,India,yes
3931,Divya Ravindranath,6,"{'Divya Ravindranath', 'Harini Raj,Vaishali Prasad,Prasanna Prakash,Prasanna Prasad,Avinash Ravindranath,Surya Ravindranath,Divya Raj,Surya Ravindranath'}",[3 0 3],Low,in_office,employee_engagement,India,no
3932,Avinash Prasad,106,"{'Vaishali Prakash,Harini Prasad,Aruna Prakash,Surya Ravindranath,Harini Ravindranath', 'Avinash Prasad'}",[19 27 60],Medium,in_office,project_discussion,India,no
3933,Prasanna Raj,22,"{'Prasanna Raj', 'Vaishali Prakash,Avinash Raj,Aruna Prasad,Divya Raj,Avinash Prasad'}",[14  6  2],High,hybrid,project_discussion,France,yes
3934,Aruna Ravindranath,130,"{'Harini Ravindranath,Divya Ravindranath', 'Aruna Ravindranath'}",[ 5 69 56],High,hybrid,others,Remote,yes
3935,Surya Raj,167,"{'Surya Ravindranath,Surya Raj', 'Surya Raj'}",[97 25 45],High,hybrid,project_discussion,France,no
3936,Prasanna Ravindranath,121,"{'Prasanna Ravindranath', 'Prasanna Raj,Vaishali Ravindranath,Vaishali Prakash,Prasanna Prasad,Harini Ravindranath'}",[45  0 76],Medium,in_office,employee_engagement,Remote,no
3937,Aruna Raj,144,"{'Aruna Raj', 'Prasanna Ravindranath,Vaishali Raj,Avinash Raj,Divya Raj,Aruna Raj,Divya Prasad,Avinash Prakash,Surya Ravindranath,Harini Ravindranath,Prasanna Prasad'}",[124  14   6],High,in_office,trainings,Remote,yes
3938,Avinash Raj,137,"{'Avinash Raj', 'Divya Prakash,Prasanna Prakash,Harini Raj,Avinash Prakash,Vaishali Raj,Harini Ravindranath,Harini Prakash,Avinash Prasad'}",[ 12 115  10],Low,online,others,France,no
3939,Prasanna Prakash,83,"{'Avinash Raj,Harini Raj,Vaishali Prakash,Vaishali Ravindranath,Vaishali Raj,Surya Ravindranath,Prasanna Raj', 'Prasanna Prakash'}",[14  4 65],High,in_office,others,Romania,no
3940,Harini Ravindranath,87,"{'Prasanna Ravindranath,Avinash Prasad,Avinash Prakash,Divya Ravindranath,Avinash Prasad', 'Harini Ravindranath'}",[ 5  7 75],Medium,online,employee_engagement,France,no
3941,Avinash Ravindranath,67,"{'Aruna Prasad,Harini Raj,Harini Prakash,Surya Prasad,Prasanna Prakash,Prasanna Raj,Harini Raj,Aruna Ravindranath,Divya Prasad,Divya Prakash', 'Avinash Ravindranath'}",[31 27  9],Low,in_office,employee_engagement,India,no
3942,Harini Prakash,170,"{'Vaishali Raj,Prasanna Raj,Aruna Ravindranath,Aruna Ravindranath', 'Harini Prakash'}",[16 99 55],High,in_office,trainings,Remote,yes
3943,Divya Ravindranath,68,"{'Divya Ravindranath', 'Avinash Ravindranath,Surya Prakash,Surya Prasad,Divya Ravindranath,Avinash Ravindranath,Vaishali Prakash,Avinash Prasad'}",[ 2 60  6],Medium,online,project_discussion,India,yes
3944,Prasanna Ravindranath,102,"{'Prasanna Ravindranath', 'Aruna Prasad,Harini Prasad'}",[24 54 24],Medium,online,trainings,Romania,yes
3945,Divya Ravindranath,53,"{'Harini Raj,Avinash Raj', 'Divya Ravindranath'}",[25  6 22],High,hybrid,others,Romania,no
3946,Harini Prasad,155,"{'Harini Ravindranath,Prasanna Raj,Vaishali Raj,Harini Ravindranath,Surya Ravindranath', 'Harini Prasad'}",[57 80 18],Medium,hybrid,employee_engagement,India,yes
3947,Avinash Raj,51,"{'Prasanna Prakash,Divya Ravindranath,Divya Ravindranath,Divya Ravindranath,Harini Raj,Avinash Raj,Vaishali Prasad,Harini Raj,Surya Prakash', 'Avinash Raj'}",[11 19 21],Low,online,trainings,India,yes
3948,Surya Prasad,96,"{'Prasanna Ravindranath,Divya Ravindranath,Harini Ravindranath,Aruna Prakash,Harini Prakash,Harini Prasad,Divya Ravindranath,Vaishali Prakash,Harini Prakash,Surya Prasad', 'Surya Prasad'}",[67 15 14],Low,hybrid,trainings,India,yes
3949,Prasanna Ravindranath,59,"{'Avinash Prakash,Vaishali Ravindranath,Aruna Ravindranath,Vaishali Prasad', 'Prasanna Ravindranath'}",[ 9 49  1],Low,in_office,others,India,no
3950,Vaishali Raj,52,"{'Divya Ravindranath,Vaishali Ravindranath,Prasanna Raj,Harini Ravindranath', 'Vaishali Raj'}",[15  2 35],Low,in_office,others,Romania,no
3951,Prasanna Prasad,110,"{'Prasanna Prasad', 'Prasanna Ravindranath,Divya Raj,Aruna Ravindranath'}",[76 16 18],High,online,employee_engagement,Remote,no
3952,Divya Ravindranath,131,"{'Avinash Prasad,Avinash Ravindranath,Harini Prasad,Divya Ravindranath,Prasanna Ravindranath,Avinash Raj,Prasanna Prakash,Vaishali Raj', 'Divya Ravindranath'}",[35 33 63],Low,in_office,project_discussion,India,no
3953,Aruna Ravindranath,5,"{'Aruna Ravindranath', 'Aruna Prasad,Surya Prasad,Avinash Raj,Harini Ravindranath,Surya Ravindranath'}",[1 0 4],Low,hybrid,employee_engagement,France,no
3954,Prasanna Raj,159,"{'Avinash Prasad,Divya Raj,Avinash Ravindranath,Prasanna Ravindranath,Aruna Ravindranath,Avinash Raj,Aruna Raj,Vaishali Prakash,Harini Raj,Vaishali Prasad', 'Prasanna Raj'}",[30 31 98],Low,in_office,trainings,India,no
